longitude,latitude,time,2m_temperature(K),2m_temperature(°C),total_precipitation(m),snowfall(m),mean_sea_level_pressure(Pa),total_cloud_cover(0-1),high_vegetation_cover(0-1),lake_total_layer_temperature(K),lake_total_layer_temperature(°C),hour
83.61599731445312,25.58300018310547,2023-12-11 00:00:00,285.9637,12.813721,0.0,0.0,101509.01,1.4901161e-08,0.00024414062,292.29248,19.142487,0
83.61599731445312,25.58300018310547,2023-12-11 01:00:00,286.0536,12.903595,0.0,0.0,101575.13,1.4901161e-08,0.00024414062,292.25024,19.10025,1
83.61599731445312,25.58300018310547,2023-12-11 02:00:00,287.37973,14.229736,0.0,0.0,101681.375,1.4901161e-08,0.00024414062,292.21655,19.066559,2
83.61599731445312,25.58300018310547,2023-12-11 03:00:00,288.134,14.984009,0.0,0.0,101760.69,1.4901161e-08,0.00024414062,292.21094,19.060944,3
83.61599731445312,25.58300018310547,2023-12-11 04:00:00,289.0852,15.935211,0.0,0.0,101814.875,1.4901161e-08,0.00024414062,292.23193,19.08194,4
83.61599731445312,25.58300018310547,2023-12-11 05:00:00,294.33585,21.185852,0.0,0.0,101796.75,1.4901161e-08,0.00024414062,292.27417,19.124176,5
83.61599731445312,25.58300018310547,2023-12-11 06:00:00,296.386,23.235992,0.0,0.0,101706.81,1.4901161e-08,0.00024414062,292.32812,19.178131,6
83.61599731445312,25.58300018310547,2023-12-11 07:00:00,297.2358,24.085815,0.0,0.0,101616.06,1.4901161e-08,0.00024414062,292.38257,19.232574,7
83.61599731445312,25.58300018310547,2023-12-11 08:00:00,298.47604,25.32605,0.0,0.0,101519.19,1.4901161e-08,0.00024414062,292.42944,19.27945,8
83.61599731445312,25.58300018310547,2023-12-11 09:00:00,298.55273,25.40274,0.0,0.0,101408.88,1.4901161e-08,0.00024414062,292.46338,19.313385,9
83.61599731445312,25.58300018310547,2023-12-11 10:00:00,295.41516,22.265167,0.0,0.0,101388.5,1.4901161e-08,0.00024414062,292.47998,19.329987,10
83.61599731445312,25.58300018310547,2023-12-11 11:00:00,294.83182,21.681824,0.0,0.0,101389.625,1.4901161e-08,0.00024414062,292.48047,19.330475,11
83.61599731445312,25.58300018310547,2023-12-11 12:00:00,293.44485,20.29486,0.0,0.0,101415.94,1.4901161e-08,0.00024414062,292.4663,19.316315,12
83.61599731445312,25.58300018310547,2023-12-11 13:00:00,292.71292,19.562927,0.0,0.0,101453.25,1.4901161e-08,0.00024414062,292.4463,19.296295,13
83.61599731445312,25.58300018310547,2023-12-11 14:00:00,290.886,17.735992,0.0,0.0,101515.82,1.4901161e-08,0.00024414062,292.42163,19.271637,14
83.61599731445312,25.58300018310547,2023-12-11 15:00:00,288.50082,15.35083,0.0,0.0,101580.695,1.4901161e-08,0.00024414062,292.39453,19.244537,15
83.61599731445312,25.58300018310547,2023-12-11 16:00:00,287.77536,14.625366,0.0,0.0,101610.695,1.4901161e-08,0.00024414062,292.36523,19.21524,16
83.61599731445312,25.58300018310547,2023-12-11 17:00:00,286.54913,13.399139,0.0,0.0,101573.94,1.4901161e-08,0.00024414062,292.33447,19.184479,17
83.61599731445312,25.58300018310547,2023-12-11 18:00:00,286.0699,12.919891,0.0,0.0,101558.44,1.4901161e-08,0.00024414062,292.30273,19.15274,18
83.61599731445312,25.58300018310547,2023-12-11 19:00:00,285.90497,12.754974,0.0,0.0,101506.76,1.4901161e-08,0.00024414062,292.2693,19.119293,19
83.61599731445312,25.58300018310547,2023-12-11 20:00:00,285.4134,12.263397,0.0,0.0,101495.125,1.4901161e-08,0.00024414062,292.2356,19.085602,20
83.61599731445312,25.58300018310547,2023-12-11 21:00:00,285.35968,12.209686,0.0,0.0,101460.81,1.4901161e-08,0.00024414062,292.20093,19.050934,21
83.61599731445312,25.58300018310547,2023-12-11 22:00:00,284.95566,11.805664,0.0,0.0,101416.44,0.29712653,0.00024414062,292.16675,19.016754,22
83.61599731445312,25.58300018310547,2023-12-11 23:00:00,284.85596,11.705963,0.0,0.0,101425.94,0.29712653,0.00024414062,292.12964,18.979645,23
